MidDistance,Correlation
5770,-0.016259731
6305,-0.042768798
6845,0.012395575
375,0.458380349
1050,0.214995157
1735,0.017163069
2450,0.065618531
3245,0.133592812
3840,0.179177358
4530,0.140847846
5095,0.06073944
5335,0.050059601
5365,0.060894678
5440,0.089861568
5505,0.056389589
6040,-0.019070028
6580,0.057972327
675,0.334508543
1360,0.131398627
2075,0.190729771
2870,0.24564484
3465,0.256779381
4155,0.209958013
4720,0.109950769
4960,0.047101913
4990,0.116891127
5065,0.049180519
5130,0.013650529
5665,0.008017549
6205,0.078751242
685,0.208843339
1400,0.338785272
2195,0.435401266
2790,0.421691188
3480,0.218699925
4045,0.164419987
4285,0.048415308
4315,0.144008623
4390,0.056842816
4455,-0.012762225
4990,-0.045583345
5530,0.119010018
715,0.28370872
1510,0.203975923
2105,0.177849743
2795,0.112156894
3360,0.042090824
3600,-0.058324165
3630,0.084806458
3705,-8.02374E-05
3770,-0.053634968
4305,-0.059180229
4845,0.048340987
795,0.566317128
1390,0.37005627
2080,0.212459666
2645,0.089094816
2885,0.021634473
2915,0.072983426
2990,-0.00939294
3055,-0.0482893
3590,-0.077981849
4130,0.151040975
595,0.595282802
1285,0.312455626
1850,0.192472887
2090,0.058488719
2120,0.129920502
2195,0.087726135
2260,-0.008370327
2795,-0.034309223
3335,0.1708438
690,0.325807888
1255,0.17391618
1495,0.045061484
1525,0.12694781
1600,0.070369236
1665,0.010707016
2200,-0.025497088
2740,0.131065864
565,0.31237231
805,0.14987369
835,0.205695888
910,0.256815075
975,0.204094442
1510,0.143803586
2050,0.141995533
240,0.395984417
270,0.275988258
345,0.427153922
410,0.384848662
945,0.261320208
1485,0.075441882
30,0.43447833
105,0.461260517
170,0.362677218
705,0.265705315
1245,0.113245147
75,0.639477087
140,0.490268096
675,0.373613918
1215,0.153475948
65,0.804345809
600,0.66761547
1140,0.166465438
535,0.81107319
1075,0.155663471
540,0.195293866
105,0.178947156
625,-0.034196242
1440,0.065087895
2865,0.078892544
5275,0.002457809
7300,0.076510591
8890,0.050457755
10560,-0.03807784
12115,0.067214837
13965,0.087544025
15430,-0.029678426
520,0.039957836
1335,-0.000495329
2760,0.081150857
5170,-0.048952251
7195,-0.007561901
8785,0.037167522
10455,-0.038486872
12010,0.009761278
13860,-0.036578131
15325,0.021018294
815,0.137929734
2240,0.088489745
4650,0.01452901
6675,-0.056907467
8265,0.038847161
9935,0.010496546
11490,-0.026992916
13340,-6.06768E-05
14805,0.072642717
1425,0.178356044
3835,0.038145167
5860,2.83727E-05
7450,-0.012965697
9120,0.024952564
10675,0.024574306
12525,0.058689572
13990,0.053982898
2410,0.096909748
4435,0.019502974
6025,0.021859566
7695,0.009564792
9250,0.012207751
11100,0.034336234
12565,0.074445333
2025,0.108910315
3615,0.043357062
5285,0.073267052
6840,0.037054088
8690,0.068243317
10155,0.01036716
1590,0.132152039
3260,0.012495253
4815,0.045932447
6665,0.108457593
8130,-0.043246709
1670,0.063916604
3225,-0.04591357
5075,-0.02516507
6540,0.089456532
1555,0.121062448
3405,0.033468714
4870,0.094297256
1850,0.220941668
3315,-0.006441427
1465,0.053688731
430,-0.037862289
870,0.035950015
1580,-0.050480883
2340,-0.027389317
3200,-0.065127527
4955,-0.171074021
7095,0.075307814
8490,0.033592533
8995,0.016718099
9395,-0.114144511
9850,-0.010273457
10255,0.029179222
10450,-0.07088705
10575,-0.069037246
10900,-0.046883851
11705,-0.046230786
12795,0.167465247
13680,0.014795658
14510,0.02976924
15145,-0.002746177
15605,-0.014398112
16030,0.111446912
440,0.208608636
1150,-0.033395332
1910,0.065596391
2770,0.075033338
4525,0.165406409
6665,0.066964356
8060,0.15923895
8565,0.149832971
8965,0.118797368
9420,0.042341611
9825,0.05956466
10020,0.145330378
10145,0.014201635
10470,0.065463227
11275,0.106945561
12365,0.006192164
13250,0.089738361
14080,0.096980837
14715,0.131130486
15175,0.002478371
15600,-0.008156519
710,0.132850647
1470,0.044135876
2330,0.107554897
4085,0.057243531
6225,0.052704375
7620,0.04557357
8125,0.062408027
8525,-0.00297133
8980,-0.019361398
9385,-0.002658178
9580,0.15345981
9705,0.083367139
10030,-0.00575259
10835,0.03034501
11925,0.071594617
12810,-0.030043391
13640,0.047942353
14275,0.050281842
14735,-0.036151229
15160,-0.023664007
760,0.113394685
1620,0.05341595
3375,0.028913336
5515,0.026452572
6910,0.025694236
7415,0.038936562
7815,0.018221395
8270,-0.00555161
8675,-0.000826875
8870,0.027376925
8995,-0.002827145
9320,0.005081581
10125,0.014260324
11215,0.029077004
12100,-0.003879066
12930,-0.018487788
13565,-0.002541867
14025,-0.012577942
14450,0.021282928
860,0.065525491
2615,-0.023603799
4755,0.008143265
6150,0.068169321
6655,0.081847487
7055,0.048312549
7510,0.016127736
7915,0.038508146
8110,0.004783182
8235,-0.042355514
8560,-0.004199833
9365,0.111312125
10455,0.043015893
11340,0.056666532
12170,0.091007679
12805,0.01022177
13265,-0.056625494
13690,-0.021564684
1755,0.105482155
3895,0.066128649
5290,0.081543333
5795,0.13217294
6195,0.050310293
6650,0.029151854
7055,-0.005306378
7250,0.140616473
7375,-0.004094009
7700,0.054687552
8505,0.087929376
9595,0.07133739
10480,0.061368236
11310,0.089877737
11945,0.106296578
12405,0.087578625
12830,-0.00525536
2140,0.20200035
3535,0.284340209
4040,0.113062004
4440,0.235803158
4895,0.099212004
5300,0.075795591
5495,0.192415222
5620,0.148601426
5945,0.049797946
6750,0.168472311
7840,0.012351679
8725,0.16302392
9555,0.139502488
10190,0.064499145
10650,0.103908537
11075,-0.042610028
1395,0.684660438
1900,0.443761625
2300,0.256007862
2755,0.294059551
3160,0.226116173
3355,0.261261601
3480,0.042631964
3805,0.111095277
4610,0.335089611
5700,0.381291352
6585,0.17266962
7415,0.256900407
8050,0.145925381
8510,0.105252566
8935,0.056926264
505,0.688924394
905,0.457603405
1360,0.418339644
1765,0.293134745
1960,0.212409611
2085,0.008783897
2410,0.155338246
3215,0.444195059
4305,0.364987497
5190,0.204506257
6020,0.350867047
6655,0.301289833
7115,0.199216734
7540,0.039295746
400,0.414698682
855,0.372415013
1260,0.287110148
1455,0.138178627
1580,-0.013880032
1905,0.089844962
2710,0.340520915
3800,0.298303759
4685,0.253314354
5515,0.376007803
6150,0.287359787
6610,0.153977423
7035,0.050874844
455,0.480335284
860,0.192808272
1055,0.105667057
1180,0.012921887
1505,0.041890693
2310,0.162369171
3400,0.063805784
4285,0.112863671
5115,0.189642995
5750,0.172851249
6210,0.107675817
6635,0.032689617
405,0.337984511
600,0.076989407
725,0.008087879
1050,0.03366837
1855,0.11266478
2945,0.10851539
3830,0.064098256
4660,0.134986279
5295,0.12716798
5755,0.126527145
6180,0.092181684
195,0.198279127
320,-0.020140522
645,0.047071107
1450,0.138960127
2540,0.145548591
3425,0.099972225
4255,0.161643006
4890,0.110014
5350,0.054079515
5775,0.076316168
125,0.278348691
450,0.115964827
1255,0.0558731
2345,0.143442664
3230,0.085989421
4060,0.095551766
4695,0.081789033
5155,-0.024598859
5580,-0.002368658
325,0.09905507
1130,-0.039006984
2220,0.00330482
3105,-0.04618911
3935,-0.040095002
4570,-0.068301219
5030,-0.073744001
5455,0.024164283
805,0.111381332
1895,0.071618837
2780,-0.00511538
3610,0.076849631
4245,0.13171587
4705,0.113095315
5130,-0.0135514
1090,0.288830396
1975,0.143077911
2805,0.322279045
3440,0.19253225
3900,0.110720318
4325,0.026298419
885,0.220820694
1715,0.219280006
2350,0.14727139
2810,0.118008951
3235,0.053317269
830,0.206249492
1465,0.065483783
1925,0.046247227
2350,-0.015582344
635,0.305272541
1095,0.186218867
1520,0.140294111
460,0.22603435
885,0.015594922
425,0.191830984
635,0.233149278
2285,0.043998673
4440,0.03086387
5560,0.106524764
6160,0.03815841
6735,0.032732305
7075,0.006687597
7215,-0.082165126
7660,0.008136384
8370,0.042951074
8990,0.125032399
9800,0.098000138
10830,0.026398647
11550,0.055583281
11825,0.032052791
11940,-0.027633721
12345,0.039021188
12930,0.03952938
13265,0.059771231
13470,0.022696746
13600,0.084922909
1650,0.038224625
3805,0.028015482
4925,0.067114856
5525,0.019301683
6100,0.052699614
6440,0.005903383
6580,0.032843934
7025,0.070771086
7735,0.109419816
8355,0.07908439
9165,0.029211261
10195,0.061547098
10915,0.081111181
11190,0.000602554
11305,-0.029912441
11710,0.024516954
12295,0.068070333
12630,0.048383722
12835,0.001098494
12965,0.010204788
2155,0.025975518
3275,0.04209435
3875,0.037528409
4450,0.041442922
4790,0.041467985
4930,0.155369204
5375,0.110402733
6085,0.05813367
6705,-0.017451859
7515,0.042576432
8545,0.043016974
9265,0.016238059
9540,0.027334081
9655,-0.02723307
10060,0.002566117
10645,-0.037059712
10980,0.060259279
11185,0.014625582
11315,0.025464568
1120,0.421450407
1720,0.067463884
2295,-0.009178097
2635,0.050228642
2775,0.002259789
3220,0.017951159
3930,0.136118478
4550,0.032584143
5360,0.062040664
6390,-0.013471722
7110,0.077684503
7385,0.035357003
7500,-0.002654996
7905,-0.016571624
8490,-0.097502679
8825,0.081790329
9030,0.076164153
9160,-0.001929022
600,0.361402275
1175,0.218467533
1515,0.078210531
1655,0.010009735
2100,0.105949505
2810,0.251544126
3430,0.155228219
4240,0.179114409
5270,0.017429091
5990,0.14737809
6265,0.051605345
6380,-0.076912524
6785,0.011147431
7370,0.040486045
7705,0.137450309
7910,0.069738464
8040,-0.012702493
575,0.490174167
915,0.136878198
1055,0.119578352
1500,0.082963874
2210,0.095969269
2830,0.172863689
3640,0.16861518
4670,0.184334404
5390,0.167508652
5665,0.032606589
5780,0.006496685
6185,0.030609254
6770,0.042514959
7105,0.023472673
7310,0.020951573
7440,0.033952335
340,0.290726232
480,0.284035928
925,0.193784764
1635,0.101107982
2255,0.23690549
3065,0.185069035
4095,0.402189047
4815,0.250103821
5090,0.010485859
5205,0.069135608
5610,-0.005567435
6195,0.079965566
6530,-0.029227579
6735,-0.013378376
6865,0.036840171
140,0.223599334
585,-0.000834838
1295,0.046467045
1915,0.11947039
2725,0.036218178
3755,0.085781647
4475,0.081430934
4750,0.00093322
4865,0.001072861
5270,0.025564359
5855,0.124570936
6190,-0.005572215
6395,0.0443657
6525,-0.027150685
445,0.222202812
1155,0.024706167
1775,0.120769839
2585,0.167555296
3615,0.346246588
4335,0.201309024
4610,0.008982663
4725,0.083751933
5130,-0.031804572
5715,0.022252108
6050,-0.083213594
6255,0.005222894
6385,0.030915848
710,0.275180359
1330,0.140650626
2140,0.17650297
3170,0.216473381
3890,0.218611829
4165,0.0500767
4280,0.000494656
4685,0.028156422
5270,-0.05061322
5605,0.02442845
5810,0.034200296
5940,0.021816681
620,0.253124376
1430,0.12681098
2460,0.080844727
3180,0.223757434
3455,0.140646336
3570,-0.005709313
3975,0.009587429
4560,0.055596599
4895,0.081430905
5100,0.04324802
5230,0.003752269
810,0.274328015
1840,0.270709396
2560,0.283571598
2835,0.101886288
2950,0.049106055
3355,0.08216768
3940,0.304728636
4275,-0.003187122
4480,0.029708775
4610,0.009022046
1030,0.557062116
1750,0.32811527
2025,0.098357759
2140,0.084849517
2545,0.060657053
3130,0.047624177
3465,0.034495449
3670,0.070407285
3800,0.038549242
720,0.448122934
995,0.063257733
1110,0.185951411
1515,0.010680062
2100,0.043573361
2435,-0.096709309
2640,0.042866549
2770,0.042607218
275,0.356877327
390,0.204745239
795,0.010547686
1380,0.052887795
1715,0.034636706
1920,0.063292393
2050,0.040700137
115,0.443444759
520,-0.015490845
1105,-0.011745517
1440,0.025348978
1645,0.038462499
1775,-0.00172074
405,0.026982805
990,-0.00218473
1325,-0.072106657
1530,-0.000108877
1660,0.003485588
585,0.113522589
920,0.038027932
1125,0.058289275
1255,-0.010622053
335,0.085454559
540,0.038046199
670,0.017744826
205,0.477188789
335,0.053437696
130,0.296532393
18895,0.032892113
25805,0.050558406
26010,0.053990647
26110,0.065871021
26800,-0.007175634
27635,0.065542334
28150,0.022304055
28760,-0.001397814
29665,0.053709834
30495,0.007049352
31450,0.001582903
32285,0.041224011
33035,0.032404979
34505,0.043623701
6910,0.06632919
7115,0.027782633
7215,0.012787533
7905,0.048191081
8740,0.011293173
9255,0.021580438
9865,-0.009186982
10770,0.026124616
11600,-0.011872617
12555,0.021371487
13390,0.047151781
14140,0.051429037
15610,0.011721727
205,0.30842606
305,0.116122268
995,-0.011467635
1830,0.095699425
2345,-0.036219311
2955,-0.02922314
3860,0.104055762
4690,-0.047991465
5645,-0.125510018
6480,0.122895558
7230,0.036922239
8700,0.162950406
100,0.302422281
790,0.057313668
1625,0.051878572
2140,0.026311144
2750,-0.008397147
3655,0.056879298
4485,0.01508779
5440,0.000519117
6275,0.106710291
7025,0.030764226
8495,0.052928998
690,0.123663728
1525,0.09602454
2040,0.076032317
2650,-0.011381774
3555,0.068033427
4385,0.067602088
5340,0.197001719
6175,0.133542081
6925,0.044128235
8395,0.004005044
835,0.178293093
1350,0.023038787
1960,0.017412307
2865,0.142425096
3695,0.067643634
4650,0.113714836
5485,0.245439178
6235,0.163400614
7705,-0.00477483
515,0.249735769
1125,-0.009008557
2030,0.135950176
2860,0.028964122
3815,0.017038384
4650,0.226058864
5400,0.083641045
6870,0.068771026
610,0.10061643
1515,0.066710506
2345,0.033139117
3300,0.058317716
4135,0.041517819
4885,-0.020789754
6355,-0.036888626
905,0.043133764
1735,0.033820355
2690,0.061086653
3525,-0.009893181
4275,0.019170813
5745,-0.009019835
830,0.236218314
1785,0.136656683
2620,0.269489054
3370,0.121561637
4840,0.032116215
955,0.232497316
1790,0.142827484
2540,0.032729916
4010,-0.006129778
835,0.3473855
1585,0.120265273
3055,-0.03957267
750,0.286003778
2220,0.093315475
1470,0.08718723
1065,0.157744458
1730,0.011848133
2905,0.042735319
3885,0.01590499
4150,0.050890093
4665,0.097386487
5435,0.156108275
6505,0.211376068
7315,0.077503371
7980,0.151504161
8770,0.178889657
9565,0.210268766
10150,0.00198061
10245,0.071292073
665,0.117733311
1840,0.08284009
2820,0.131881175
3085,0.000618817
3600,0.062367913
4370,0.098518724
5440,0.110720402
6250,0.054133073
6915,0.144207957
7705,0.137757995
8500,0.18275569
9085,0.136288577
9180,0.060923195
1175,0.179333468
2155,0.029527562
2420,0.006648346
2935,0.051198922
3705,0.030506584
4775,0.014670695
5585,0.046565643
6250,0.04710595
7040,0.109299966
7835,0.082779113
8420,-0.019307267
8515,0.003546045
980,0.116528241
1245,-0.034996782
1760,0.125009914
2530,0.090634119
3600,0.179643031
4410,0.068802773
5075,0.185985694
5865,0.188183528
6660,0.152908485
7245,-0.011345484
7340,0.030759348
265,0.129369817
780,0.010283994
1550,0.055898616
2620,0.087406649
3430,0.118788181
4095,0.170866071
4885,0.144308593
5680,0.147915692
6265,0.163578632
6360,-0.009853723
515,-0.000415704
1285,-0.040968867
2355,-0.039435278
3165,-0.018459268
3830,0.022579628
4620,-0.005194839
5415,-0.009140364
6000,-0.004052281
6095,-0.000167735
770,0.307232952
1840,0.297898718
2650,0.141775622
3315,0.182810206
4105,0.244306805
4900,0.307594611
5485,0.088590229
5580,0.049146416
1070,0.476243753
1880,0.213249487
2545,0.237596803
3335,0.308053277
4130,0.361105022
4715,0.102386066
4810,0.089998431
810,0.293415167
1475,0.377589175
2265,0.389329216
3060,0.501517639
3645,0.022365234
3740,0.135611622
665,0.313545176
1455,0.262474652
2250,0.311924721
2835,0.125245629
2930,0.131099894
790,0.588398724
1585,0.492266844
2170,0.142754901
2265,0.15703924
795,0.557546986
1380,0.192869064
1475,0.170212832
585,0.199391598
680,0.193228176
95,0.149208229
1350,0.116543144
2935,0.036708924
3810,-0.035224318
4225,0.05888036
4655,-0.025502476
5330,0.099811513
6500,0.041944642
7505,0.048390053
8350,-0.045642141
9115,0.01536778
9655,0.043036527
10300,0.003493582
10840,0.026644144
11075,0.003447706
11685,0.053077935
12500,0.066836777
13125,0.03079291
13955,0.025626593
1585,-0.006504834
2460,-0.031897002
2875,0.037375634
3305,0.087508897
3980,-0.086131792
5150,0.260476687
6155,0.014119248
7000,0.003296028
7765,0.167910948
8305,0.116514359
8950,-0.038751221
9490,-0.129635557
9725,-0.046254791
10335,0.029398209
11150,0.119529888
11775,0.064769808
12605,-0.036949245
875,0.270933556
1290,0.109671919
1720,0.115982386
2395,0.169180783
3565,0.020028615
4570,0.098227472
5415,0.004067838
6180,0.084387224
6720,0.058762845
7365,-0.040470471
7905,-0.049516185
8140,-0.046411851
8750,0.00501976
9565,0.059167465
10190,0.092684172
11020,0.086097588
415,0.136752478
845,0.122821696
1520,0.132712151
2690,0.041870423
3695,0.067000842
4540,0.057940464
5305,0.090483976
5845,0.080015964
6490,-0.067731251
7030,-0.053057387
7265,-0.0235616
7875,-0.012939017
8690,0.109460836
9315,0.083202492
10145,0.034718246
430,0.200196595
1105,0.369253306
2275,0.166916704
3280,0.164985077
4125,0.102772801
4890,0.183299315
5430,0.267640181
6075,0.0369171
6615,-0.105592484
6850,0.050892127
7460,0.165880594
8275,0.273381289
8900,0.126001607
9730,0.109946652
675,0.083554029
1845,0.228674504
2850,-0.00251132
3695,0.00279436
4460,0.263790938
5000,0.154749717
5645,-0.084620099
6185,-0.143583187
6420,-0.046646745
7030,0.085524974
7845,0.143070811
8470,0.126963665
9300,-7.60977E-05
1170,0.027851022
2175,0.162486956
3020,0.061871346
3785,0.290437717
4325,0.258556138
4970,0.072670431
5510,-0.183591245
5745,0.016415397
6355,0.067331279
7170,0.309256194
7795,0.080513487
8625,0.149230992
1005,0.056635989
1850,0.086506599
2615,0.474125239
3155,0.243942792
3800,0.031615608
4340,-0.189960005
4575,-0.003857705
5185,0.163524115
6000,0.243988698
6625,0.149353225
7455,0.01899303
845,0.138428581
1610,0.011652225
2150,0.122718954
2795,0.020957622
3335,-0.009263182
3570,0.077059638
4180,0.098755616
4995,0.104501548
5620,0.108784668
6450,0.08580273
765,0.092288467
1305,0.059065261
1950,-0.000569093
2490,-0.0536555
2725,0.016643053
3335,0.039255638
4150,0.084310175
4775,0.063972043
5605,0.034687011
540,0.380947585
1185,-0.127244138
1725,-0.458117485
1960,-0.119969572
2570,0.007145418
3385,0.404423104
4010,0.10828393
4840,-0.002061258
645,0.066157989
1185,-0.210832196
1420,0.015419422
