MidDistance,Correlation
2030,0.153800966
2845,0.257456298
3470,0.160595347
4300,0.043620368
540,0.185207279
775,0.094114927
1385,0.163501531
2200,-0.052678373
2825,-0.006559864
3655,0.040098929
235,0.218261945
845,0.061924738
1660,-0.255877737
2285,-0.046554537
3115,0.03046823
610,0.191093519
1425,0.050076407
2050,0.082331869
2880,-0.008330305
815,0.111373632
1440,0.038313288
2270,0.039151044
625,0.28158693
1455,0.06550339
830,0.147916346
495,0.526647408
830,0.388858033
1085,0.415299008
1850,0.382450576
2965,-0.267235973
3775,0.060240692
4495,-0.063374239
5560,0.012334608
6550,0.039457604
7085,0.021646891
7800,-0.084165693
8725,0.004433677
9155,-0.056825922
9875,-0.020537566
11365,-0.032331556
12550,-0.033164132
13190,-0.045708443
13855,-0.093878507
14420,-0.085498635
14600,-0.036480705
14780,-0.02501133
14965,-0.014428685
14990,-0.014600564
15245,-0.041397107
15665,-0.101234782
16185,-0.174471762
17015,-0.143354952
17960,0.005829451
19475,-0.062080602
21215,-0.00409261
22630,0.000537686
335,0.677899262
590,0.423474746
1355,0.399671772
2470,-0.113851026
3280,0.104452768
4000,0.072941484
5065,0.018416207
6055,0.068522982
6590,0.063137447
7305,0.063454807
8230,0.044179233
8660,-0.040005395
9380,0.039707353
10870,-0.012008835
12055,0.024482764
12695,-0.051968514
13360,-0.068757263
13925,-0.010081005
14105,-0.005991291
14285,0.073273347
14470,0.027567139
14495,0.076232368
14750,0.020320097
15170,0.002790853
15690,-0.035978367
16520,-0.020609245
17465,0.044197421
18980,0.057888708
20720,0.067472068
22135,0.028714447
255,0.339677404
1020,0.051629179
2135,-0.016523713
2945,0.108005907
3665,0.07315862
4730,0.019090075
5720,0.043222389
6255,0.015452102
6970,0.056706958
7895,0.061298888
8325,-0.016736136
9045,0.050412447
10535,0.013338238
11720,0.01643639
12360,-0.03005085
13025,-0.011880614
13590,0.003511023
13770,0.016446335
13950,0.034494371
14135,0.00949932
14160,0.016539464
14415,0.031884997
14835,0.007943708
15355,-0.021943075
16185,-0.003917524
17130,-0.017236204
18645,0.039776979
20385,0.076195939
21800,0.043829966
765,0.888584445
1880,-0.023308174
2690,0.209329143
3410,0.167170076
4475,0.038938017
5465,0.129858035
6000,0.142293318
6715,0.102856604
7640,0.170102269
8070,0.080516764
8790,0.092612299
10280,-0.01183059
11465,0.031353412
12105,-0.072368635
12770,0.02449677
13335,0.118752469
13515,0.076287262
13695,0.158572445
13880,0.058596907
13905,0.079954366
14160,0.097624789
14580,0.090746152
15100,0.068617505
15930,0.146100987
16875,0.114646943
18390,0.215919514
20130,0.161141752
21545,0.135707997
1115,-0.072381443
1925,0.167152405
2645,0.13439564
3710,0.028015635
4700,0.129309939
5235,0.155340511
5950,0.111735238
6875,0.142998002
7305,0.080367432
8025,0.070133304
9515,-0.028747493
10700,0.028388855
11340,-0.066907042
12005,0.002370549
12570,0.114279165
12750,0.052274497
12930,0.17164436
13115,0.057939201
13140,0.095606151
13395,0.096594743
13815,0.079424725
14335,0.064855964
15165,0.141326539
16110,0.10927347
17625,0.181405245
19365,0.132656073
20780,0.115758605
810,0.006141159
1530,0.227662317
2595,0.134236607
3585,0.057603802
4120,0.005438104
4835,0.18617361
5760,-0.00895806
6190,0.03630747
6910,0.076374272
8400,0.061879128
9585,0.088939722
10225,0.102652922
10890,0.440935564
11455,0.329239995
11635,0.255230478
11815,0.193312316
12000,0.080869275
12025,0.10438331
12280,0.146177083
12700,0.176346029
13220,0.338127219
14050,0.383924131
14995,-0.011198756
16510,0.181989305
18250,0.060624698
19665,0.093252663
720,0.462117572
1785,0.037264614
2775,-0.009501924
3310,0.050198661
4025,0.258203029
4950,0.124346648
5380,0.076598104
6100,0.03356099
7590,-0.013691171
8775,0.063417932
9415,-0.024730335
10080,0.110876649
10645,0.118922347
10825,0.009981981
11005,0.19626794
11190,0.12474299
11215,0.1298768
11470,0.133714947
11890,0.085760085
12410,0.141506761
13240,0.1344817
14185,0.102323969
15700,0.238483491
17440,0.206243843
18855,0.209240911
1065,0.104773301
2055,0.033743986
2590,0.11189035
3305,0.259012321
4230,0.128057472
4660,0.052291997
5380,0.104684835
6870,0.0321896
8055,0.104507527
8695,0.018570317
9360,0.15850204
9925,0.197860144
10105,0.097348514
10285,0.296151329
10470,0.108799251
10495,0.155020343
10750,0.185288519
11170,0.171792122
11690,0.186811126
12520,0.272809686
13465,0.131501934
14980,0.302426092
16720,0.208721133
18135,0.193140446
990,0.084236584
1525,-0.018577294
2240,0.079119251
3165,0.068529287
3595,-0.012789786
4315,0.054759502
5805,-0.054972009
6990,0.03842138
7630,0.01981531
8295,0.021750026
8860,0.018556094
9040,-0.018550429
9220,0.054138199
9405,0.068448657
9430,0.025182397
9685,0.072135947
10105,0.007625524
10625,0.0251614
11455,0.114593545
12400,0.051632256
13915,0.070175239
15655,0.046397825
17070,0.099557179
535,0.150988353
1250,0.096443901
2175,0.01252047
2605,-0.081307071
3325,0.009786791
4815,-0.043834206
6000,0.003661607
6640,-0.029259349
7305,-0.002751564
7870,0.045190501
8050,0.113431034
8230,0.084044955
8415,0.027505001
8440,0.025674617
8695,0.065108662
9115,0.100604564
9635,0.044687984
10465,0.068389915
11410,0.067777956
12925,0.027833539
14665,0.015719481
16080,0.041424112
715,0.191691902
1640,0.103684766
2070,-0.006475384
2790,0.013807159
4280,0.034894378
5465,0.098510402
6105,-0.008503399
6770,0.05233718
7335,0.076251123
7515,0.060595045
7695,0.125999674
7880,0.07943286
7905,0.077648748
8160,0.147822135
8580,0.07282727
9100,0.074885337
9930,0.117422606
10875,0.013888789
12390,0.103529652
14130,0.073585269
15545,0.055729641
925,0.269219089
1355,0.026494685
2075,0.096765722
3565,0.02422326
4750,0.146674865
5390,0.086815838
6055,0.173162145
6620,0.21427654
6800,0.070195591
6980,0.248546842
7165,0.135394584
7190,0.112735738
7445,0.190207909
7865,0.218472974
8385,0.265341123
9215,0.342839385
10160,0.118246261
11675,0.322690517
13415,0.224799203
14830,0.150472669
430,0.104991056
1150,0.070928794
2640,0.044420835
3825,0.078101968
4465,-0.020769054
5130,0.035830365
5695,0.102184839
5875,0.012793476
6055,0.123536968
6240,0.012474057
6265,0.061280789
6520,0.078431297
6940,0.110088813
7460,0.164230878
8290,0.207778913
9235,0.128868549
10750,0.236065567
12490,0.173963115
13905,0.129908967
720,0.158123551
2210,0.039272113
3395,-0.025708483
4035,-0.022391956
4700,0.001943511
5265,0.082642919
5445,0.045376797
5625,0.065483593
5810,0.042361405
5835,0.093697492
6090,0.04112347
6510,0.062966216
7030,0.086967039
7860,0.125338124
8805,0.052305979
10320,0.060823351
12060,0.029525923
13475,0.001737945
1490,0.173102945
2675,-0.00936804
3315,-0.005967149
3980,0.078318406
4545,0.036689507
4725,0.019977854
4905,0.095636023
5090,-0.004311914
5115,0.034494624
5370,0.083349533
5790,0.147230433
6310,0.143841043
7140,0.146224395
8085,0.09315414
9600,0.146111414
11340,0.103141697
12755,0.062386865
1185,0.149372323
1825,0.025728276
2490,0.029562241
3055,0.089686679
3235,-0.008447739
3415,0.035072576
3600,0.047783501
3625,0.063021898
3880,-0.000405951
4300,0.062412048
4820,0.078331926
5650,0.071824798
6595,0.012670096
8110,0.110420683
9850,0.018235097
11265,-0.012736191
640,0.109642621
1305,0.092102423
1870,0.076047244
2050,0.046940516
2230,0.088339888
2415,0.049520081
2440,0.008873789
2695,0.034539542
3115,-0.000268376
3635,0.076920179
4465,0.101539758
5410,0.078429149
6925,0.125693663
8665,0.062679127
10080,0.073929713
665,0.201276348
1230,0.011923798
1410,-0.001226171
1590,0.019971018
1775,-0.004091232
1800,-0.01182104
2055,-0.019143887
2475,0.001911187
2995,-0.015470401
3825,0.022504939
4770,-0.013441424
6285,0.017723581
8025,-0.012741113
9440,-0.04108379
565,0.329675725
745,0.200861595
925,0.239468063
1110,0.068540133
1135,0.093020158
1390,0.171096028
1810,0.104651071
2330,0.213115381
3160,0.188331004
4105,0.071270545
5620,0.195884933
7360,0.120482273
8775,0.099364646
180,0.304567166
360,0.289121324
545,0.0877493
570,0.151467465
825,0.162855317
1245,0.159269257
1765,0.294210124
2595,0.28076025
3540,0.117242647
5055,0.276233736
6795,0.114988319
8210,0.076827309
180,0.323120892
365,0.035671801
390,0.096868981
645,0.126044088
1065,0.069565675
1585,0.143480023
2415,0.11877976
3360,0.032198911
4875,0.091300133
6615,0.10300945
8030,-0.006336142
185,0.247041353
210,0.283642641
465,0.362258009
885,0.206065738
1405,0.18735457
2235,0.256549344
3180,0.127652263
4695,0.282824484
6435,0.276348427
7850,0.135237123
25,0.559996673
280,0.154611421
700,0.010502921
1220,0.109345733
2050,0.088158719
2995,0.038434231
4510,0.094044682
6250,0.121758005
7665,0.051972783
255,0.262173407
675,0.039408151
1195,0.144093003
2025,0.116444072
2970,0.034687594
4485,0.168707434
6225,0.177474034
7640,0.037560802
420,0.170094289
940,0.092775392
1770,0.220297204
2715,0.108506948
4230,0.182504404
5970,0.220024274
7385,0.095394538
520,0.274418215
1350,0.282871383
2295,0.131164456
3810,0.234314354
5550,0.17547937
6965,0.12567165
830,0.344897196
1775,0.143849581
3290,0.312958927
5030,0.22726239
6445,0.072944654
945,0.131942395
2460,0.355759721
4200,0.191246793
5615,0.195496124
1515,0.248006148
3255,0.165675587
4670,0.098256808
1740,0.356071977
3155,0.18932983
1415,0.229310143
1650,0.122647705
2920,0.247753058
5045,0.251916376
6700,0.318136773
8105,0.231300031
9805,0.19942541
1270,0.124522435
3395,0.054670402
5050,0.050169796
6455,0.098380412
8155,0.065755868
2125,0.202387318
3780,0.196754455
5185,0.256677211
6885,0.209152423
1655,0.294231697
3060,0.271826106
4760,0.278625741
1405,0.252170642
3105,0.279623273
1700,0.309901624
1400,0.082609138
2710,-0.01875401
5515,-0.007746399
8890,-0.023893977
12115,0.072333118
14670,0.030407784
15545,0.077296805
17150,0.055002592
18535,-0.010960057
19130,0.052429656
19810,0.065743074
20795,0.074658174
22920,-0.016133716
25235,0.052677986
25980,0.040840426
26570,-0.020529441
28045,-0.028168277
29210,0.00932824
30105,0.021571147
33600,0.055880126
36530,0.083456
37630,0.101617026
39340,0.057729379
40940,0.103227398
42260,0.143183304
42985,0.109381943
44090,0.103492845
45490,0.164945463
46500,-0.013889368
47330,0.15183589
1310,0.190124027
4115,0.061355848
7490,0.019655416
10715,0.023396249
13270,0.055934064
14145,0.03008168
15750,0.032337026
17135,-0.00107041
17730,-0.021723651
18410,0.000682553
19395,-0.015531044
21520,0.009284484
23835,0.013443606
24580,-7.87138E-05
25170,-0.008583684
26645,-0.020989794
27810,0.006577333
28705,0.001702822
32200,0.021835585
35130,0.002272523
36230,-0.015176793
37940,-0.000502708
39540,-0.026438639
40860,0.029337368
41585,0.014594255
42690,-0.010542346
44090,0.014325765
45100,0.011002947
45930,-0.020222728
2805,0.130596865
6180,-0.017988618
9405,-0.019447508
11960,0.011705571
12835,0.036737842
14440,-0.005686539
15825,-0.014516448
16420,0.009773553
17100,-0.017245189
18085,-0.057537473
20210,0.012964405
22525,-0.047668409
23270,0.014115661
23860,-0.036075597
25335,0.001769745
26500,0.033074382
27395,0.069431307
30890,0.029163788
33820,0.006749312
34920,-0.020297167
36630,0.003487273
38230,0.002000277
39550,0.003667286
40275,-0.029525532
41380,0.0060861
42780,-0.007060956
43790,-0.006479847
44620,0.003114524
3375,0.028696965
6600,0.044652895
9155,0.077225315
10030,0.007835489
11635,-0.005320031
13020,0.0337919
13615,-0.009386954
14295,0.0096899
15280,0.008974552
17405,0.01282767
19720,-0.006794617
20465,-0.04069241
21055,-0.015928557
22530,0.017798411
23695,-0.031283636
24590,-0.029827267
28085,-0.013569493
31015,-0.00081533
32115,0.03309146
33825,0.025490234
35425,-0.012344436
36745,0.001002038
37470,0.027248383
38575,0.122464607
39975,0.019907318
40985,0.002381358
41815,0.013488507
3225,0.131276127
5780,0.060075445
6655,0.035933233
8260,0.041611696
9645,-0.033496555
10240,-0.014847942
10920,-0.001957895
11905,-0.02152663
14030,-0.027979311
16345,0.037952028
17090,-0.043344917
17680,-0.072134214
19155,-0.00312246
20320,0.076598821
21215,0.043401344
24710,0.052314142
27640,0.068688343
28740,0.020694357
30450,0.060118067
32050,0.05151695
33370,0.079027775
34095,0.100947016
35200,0.055615206
36600,0.057465656
37610,0.031918179
38440,0.065778989
2555,0.226071995
3430,0.114607385
5035,0.019529985
6420,0.043697824
7015,0.054505624
7695,0.016853621
8680,0.046403092
10805,-0.028118084
13120,-0.062373061
13865,0.111768514
14455,0.034597398
15930,0.005311964
17095,-0.049515112
17990,-0.0417565
21485,-0.022578535
24415,-0.043164507
25515,-0.011264811
27225,0.049665356
28825,0.024783615
30145,-0.022624218
30870,0.015126842
31975,0.101899398
33375,0.022348678
34385,0.085504224
35215,0.041140623
875,0.239488027
2480,0.118519419
3865,0.038445355
4460,0.001062163
5140,-0.021625274
6125,0.051665443
8250,0.017324071
10565,0.013611815
11310,0.013428492
11900,0.008236297
13375,0.000972511
14540,0.002637063
15435,-0.033235637
18930,0.011574221
21860,0.008580377
22960,0.043384928
24670,0.031562154
26270,0.002547012
27590,0.007036169
28315,0.108476835
29420,0.072702541
30820,0.119874933
31830,0.031338308
32660,0.078592636
1605,0.181444607
2990,0.030993119
3585,0.058991198
4265,0.037661473
5250,0.048690807
7375,0.015375817
9690,-0.006850685
10435,-0.007778596
11025,-0.032675078
12500,-0.085287673
13665,-0.026404875
14560,-0.012840827
18055,-0.047005811
20985,0.013088225
22085,-0.031167863
23795,0.065988355
25395,0.018271178
26715,0.038499069
27440,0.097988617
28545,0.067635363
29945,0.160519647
30955,0.045051409
31785,0.165076995
1385,0.040272886
1980,-0.017502557
2660,0.068088308
3645,0.036199619
5770,-0.040746015
8085,0.068067743
8830,0.058714184
9420,0.019702861
10895,-0.036221522
12060,0.055236296
12955,0.032693592
16450,0.034537852
19380,0.113853508
20480,0.027493674
22190,-0.002435176
23790,0.007125102
25110,0.11765942
25835,0.100806956
26940,0.048616964
28340,0.186320559
29350,0.022013074
30180,0.154543593
595,0.198058271
1275,0.127646921
2260,0.034511855
4385,0.018899283
6700,-0.034717758
7445,-0.005373732
8035,0.032292005
9510,-0.00546403
10675,-0.14112656
11570,-0.065857391
15065,-0.023578009
17995,-0.126975742
19095,0.088201099
20805,0.047651479
22405,-0.074665809
23725,-0.068402773
24450,0.038129786
25555,0.093530318
26955,0.032907502
27965,0.08798602
28795,-0.007666878
680,0.314893709
1665,0.091283277
3790,0.010619675
6105,-0.074866706
6850,-0.006526268
7440,0.020559921
8915,-0.072413738
10080,-0.125697933
10975,0.010613618
14470,-0.006615031
17400,-0.159722191
18500,0.0375217
20210,0.069465797
21810,-0.047871321
23130,0.007313939
23855,0.031313502
24960,0.174583267
26360,0.093200539
27370,0.167870705
28200,0.051109931
985,0.100658311
3110,0.09379179
5425,-0.009584093
6170,-0.028036087
6760,-0.050705402
8235,-0.038333337
9400,-0.078521162
10295,-0.046094418
13790,-0.010249888
16720,-0.085817162
17820,-0.001185814
19530,0.013485624
21130,-0.007172942
22450,0.013465828
23175,0.043903845
24280,0.117432138
25680,0.0737203
26690,0.12154007
27520,0.089633321
2125,0.022195078
4440,0.015299958
5185,0.026232264
5775,-0.046087511
7250,-0.078754545
8415,-0.093010962
9310,0.007788426
12805,-0.012595095
15735,-0.022778027
16835,0.048184713
18545,-0.001126232
20145,0.033733976
21465,0.008985727
22190,-0.011683332
23295,0.096346437
24695,0.105704495
25705,-0.03673241
26535,0.12137598
2315,0.002186052
3060,0.093868011
3650,0.053131473
5125,0.000601087
6290,-0.03193009
7185,0.030591517
10680,-0.043684304
13610,-0.072530211
14710,-0.01296141
16420,0.011452411
18020,-0.018776471
19340,-0.036286469
20065,-0.032642724
21170,0.022229551
22570,-0.051942948
23580,0.05553478
24410,0.049565252
745,0.072899331
1335,0.115515812
2810,0.125818249
3975,0.173846105
4870,-0.014845459
8365,0.108096817
11295,0.178465065
12395,0.102390113
14105,0.000782653
15705,0.001888332
17025,0.075991866
17750,0.053756719
18855,-0.017608479
20255,0.024479535
21265,-0.046925037
22095,0.023322335
590,0.234201953
2065,0.056002018
3230,-0.021581683
4125,-0.016953876
7620,0.021026523
10550,-0.002263358
11650,0.035792229
13360,-0.010367601
14960,0.026356265
16280,0.009833765
17005,-0.017951562
18110,-0.025043236
19510,-0.043598364
20520,-0.001771659
21350,0.0198618
1475,0.337526003
2640,0.145694397
3535,0.013453749
7030,0.044421436
9960,-0.005753982
11060,0.036315625
12770,0.034159335
14370,-0.005934506
15690,0.017141145
16415,-0.077548062
17520,-0.028693062
18920,-0.057622551
19930,0.00376381
20760,-0.019342904
1165,0.465357728
2060,0.066185142
5555,0.051930773
8485,0.03582218
9585,0.032154804
11295,-0.018173854
12895,-0.026699101
14215,-0.038224897
14940,-0.009956801
16045,-0.043942479
17445,-0.075797366
18455,-0.009009343
19285,-0.048101495
895,0.110205735
4390,0.036092332
7320,0.183957851
8420,-0.022674297
10130,-0.050698354
11730,0.008919389
13050,0.042636834
13775,0.022998165
14880,-0.104246503
16280,0.01689996
17290,-0.052287882
18120,0.044793841
3495,-0.007938864
6425,0.009406321
7525,0.032043948
9235,0.080949868
10835,-0.001534171
12155,0.013751156
12880,-0.039880991
13985,0.00642819
15385,0.009469319
16395,0.00745211
17225,0.017684415
2930,0.244037195
4030,0.099812112
5740,0.037755475
7340,0.053107887
8660,0.004285447
9385,0.06864369
10490,0.021222381
11890,0.003640978
12900,-0.019618493
13730,-0.018866801
1100,0.01213745
2810,-0.072023869
4410,0.090378507
5730,0.11865834
6455,0.068087668
7560,-0.122542379
8960,0.122801317
9970,-0.063282535
10800,0.136774099
1710,0.331917673
3310,0.010150727
4630,0.040688639
5355,0.054981274
6460,0.032068597
7860,0.001849346
8870,-0.012649185
9700,0.070383996
1600,0.038400091
2920,0.005800944
3645,0.025100527
4750,0.058536718
6150,0.042789982
7160,0.094457472
7990,0.088497932
1320,0.22612409
2045,0.090212381
3150,0.033732294
4550,0.091031299
5560,-0.017280593
6390,0.128857823
725,0.208356361
1830,0.038850564
3230,0.167956415
4240,-0.003866203
5070,0.144908675
1105,0.197523339
2505,0.140977085
3515,0.118083578
4345,0.177796586
1400,0.28553596
2410,0.151451717
3240,0.109534245
1010,0.132033393
1840,0.267920284
830,0.144967387
1080,0.263873434
1415,0.021648398
2050,0.027460684
3565,0.013732749
4690,0.014207226
4965,-0.016782201
5405,0.053275829
5785,0.028251484
6355,0.060994392
7210,0.026354334
7745,0.035679841
8500,0.023916289
9195,-0.001312752
335,0.142115709
970,0.080147333
2485,0.000148451
3610,0.100367131
3885,0.123469406
4325,0.102564165
4705,0.043398199
5275,0.107611804
6130,0.031707792
6665,0.016604486
7420,0.041457671
8115,0.024202481
635,0.130653317
2150,0.060705766
3275,0.046223301
3550,0.021032168
3990,0.035610458
4370,-0.008420452
4940,0.039032171
5795,0.057051598
6330,0.033675965
7085,0.062599831
7780,0.056908019
1515,0.155051128
2640,0.068207397
2915,0.156857599
3355,0.162115231
3735,0.054628026
4305,0.046115328
5160,0.094446303
5695,0.148640448
6450,0.152292
7145,0.083384283
1125,0.282586422
1400,0.090004653
1840,0.189342644
2220,0.045380244
2790,0.170083704
3645,0.079579156
4180,0.150503133
4935,0.236026064
5630,0.066185177
275,0.315117738
715,0.332132182
1095,0.104954257
1665,0.286770359
2520,0.064834684
3055,0.248070681
3810,0.315604193
4505,0.125572091
440,0.185735715
820,0.095849803
1390,0.041943472
2245,0.04021679
2780,0.092969709
3535,0.155967255
4230,0.148017881
380,0.101936193
950,0.406673452
1805,0.259591425
2340,0.301309389
3095,0.339362566
3790,0.080158567
570,0.175432293
1425,0.064706744
1960,0.110854115
2715,0.082347103
3410,0.002862866
855,0.540709767
1390,0.442002271
2145,0.34153252
2840,0.061826232
535,0.550817375
1290,0.289858394
1985,0.04497863
755,0.476206171
1450,0.141369082
695,0.279426605
190,0.187915501
1140,0.009547541
2520,0.078781582
3210,0.119210153
3480,-0.020655084
3695,0.059559559
3910,-0.013621691
4355,-0.022285683
5845,0.062867447
7260,0.040019083
8160,0.105893371
9220,0.116240585
10280,0.094328444
11685,0.049057572
950,-0.121886724
2330,0.113304217
3020,0.199749503
3290,0.012763892
3505,-0.002206625
3720,0.056706802
4165,-0.005139492
5655,0.007718307
7070,-0.045471047
7970,0.023443813
9030,-0.015697484
10090,0.002782499
11495,0.042726082
1380,0.134885335
2070,0.042119067
2340,0.126283052
2555,0.032811112
2770,0.120388462
3215,0.141682633
4705,0.032997806
6120,0.024375832
7020,0.025408296
8080,0.125140182
9140,0.232171191
10545,0.072844557
690,0.452538179
960,0.071011988
1175,0.223673904
1390,0.030356451
1835,0.073477901
3325,0.077057247
4740,0.021594224
5640,0.151105455
6700,0.195529743
7760,0.126955378
9165,0.13424169
270,0.1415461
485,0.155751687
700,0.103761619
1145,0.032014655
2635,0.107592136
4050,0.002240137
4950,0.112055936
6010,0.219237762
7070,0.09958739
8475,0.05618063
215,0.054698895
430,0.242711329
875,0.089597264
2365,0.08461888
3780,0.086477068
4680,-0.052741682
5740,0.07680839
6800,0.241845185
8205,0.049441155
215,-0.014988684
660,0.123893172
2150,0.065337078
3565,0.012755517
4465,0.33011347
5525,0.161151061
6585,-0.109285554
7990,0.078544515
445,0.140398971
1935,0.074344577
3350,0.065307948
4250,-0.005924397
5310,0.279861535
6370,0.260832732
7775,0.026067839
1490,0.082433394
2905,0.0867672
3805,0.076368631
4865,0.160273999
5925,0.059811086
7330,0.035641225
1415,0.134180262
2315,0.067202783
3375,0.099338524
4435,0.142972853
5840,0.060429504
900,0.185657945
1960,0.144259638
3020,0.177205866
4425,0.074084185
1060,0.190569665
2120,0.023953866
3525,0.085584003
1060,0.35085434
2465,0.089050358
1405,0.196118406
315,0.491087992
950,0.050511449
1895,0.039225438
2530,0.103503358
2960,0.148197731
3730,0.216531896
4315,0.055216681
4900,0.27371503
5990,0.267747891
6730,0.234245654
6975,-0.022186968
7465,0.16777116
8410,0.128268127
9495,0.258641954
10250,0.064016261
10625,0.119044851
12240,0.223817049
635,0.099770551
1580,0.086260589
2215,0.212971259
2645,0.257445279
3415,0.268999855
4000,0.055454149
4585,0.290933112
5675,0.331016159
6415,0.119505308
6660,0.070287227
7150,0.234342599
8095,0.194499806
9180,0.329561585
9935,0.132892636
10310,0.238460833
11925,0.241131896
945,0.152417022
1580,0.140332643
2010,0.164159578
2780,0.096858025
3365,-0.005783276
3950,0.066191302
5040,0.123756603
5780,-0.040857458
6025,-0.029821024
6515,0.142918632
7460,0.12691694
8545,0.054497741
9300,-0.003194517
9675,0.036077419
11290,0.171961274
635,0.358759487
1065,0.227085781
1835,0.136279907
2420,0.003607975
3005,0.104842627
4095,0.161560842
4835,-0.005367051
5080,-0.025693719
5570,0.122650165
6515,0.044558609
7600,0.139237697
8355,0.02599924
8730,0.037654955
10345,0.19405797
430,0.371361162
1200,0.270465462
1785,0.082789692
2370,0.279144576
3460,0.366223409
4200,0.045610475
4445,-0.016070064
4935,0.27203367
5880,0.187988561
6965,0.246431874
7720,0.095947593
8095,0.09541247
9710,0.292138415
770,0.337481751
1355,0.004752031
1940,0.300690059
3030,0.623401055
3770,0.016981255
4015,-0.003755657
4505,0.329810588
5450,0.249630224
6535,0.328426283
7290,0.130660799
7665,0.116192474
9280,0.34593893
585,0.233328599
1170,0.392633313
2260,0.449976242
3000,0.149540591
3245,0.031326893
3735,0.284955333
4680,0.228599586
5765,0.265400476
6520,0.072453286
6895,0.145262636
8510,0.275980688
585,0.263617379
1675,0.096446219
2415,0.148968457
2660,0.034976959
3150,0.078038021
4095,0.027451703
5180,0.040443342
5935,0.016747627
6310,0.063630062
7925,-0.003734486
1090,0.576777141
1830,0.273823106
2075,0.008325113
2565,0.312180872
3510,0.19564522
4595,0.294776205
5350,0.136198994
5725,0.146098627
7340,0.228128403
740,0.142007629
985,0.023874558
1475,0.351299917
2420,0.284865056
3505,0.322783566
4260,0.128152694
4635,0.137338911
6250,0.398801254
245,0.095678796
735,0.027337495
1680,0.055702801
2765,0.145669339
3520,-0.001889428
3895,0.039544072
5510,0.060575653
490,0.020866369
1435,-0.004371513
2520,0.003847765
3275,-0.010449436
3650,0.083278295
5265,-0.06976274
945,0.184407247
2030,0.200867295
2785,0.054680562
3160,0.126391605
4775,0.256737731
1085,0.283871385
1840,0.110281
2215,0.094102056
3830,0.190806067
755,0.156029309
1130,0.149198453
2745,0.294591734
375,0.090599813
1990,0.045492718
1615,0.035589956
6150,0.096671208
6325,0.083584927
8320,-0.025730764
11330,-0.002726652
175,0.314187384
2170,-0.06175203
5180,-0.050050397
1995,0.089791965
5005,-0.010601459
3010,0.069322274
6105,0.789042561
18150,-0.062754913
26740,-0.082551041
30020,-0.032543251
32645,-0.053550848
33980,0.016131262
34625,-0.042593197
35485,-0.026013728
36220,-0.051894119
38090,0.008397748
40350,-0.00641526
41325,-0.032955195
42040,0.112836983
42805,-0.039163768
43730,-0.051051635
44720,-0.1042592
45485,0.129049913
46120,0.048874182
47525,0.058822298
48515,0.015187312
48680,-0.106316483
48900,-0.066880558
49295,0.001034289
49875,-0.064156998
50745,-0.022229252
51630,-0.026379381
52395,0.079704359
53160,-0.072528981
53955,0.177711065
54550,-0.102024299
54755,0.089981926
55635,-0.019443016
56935,-0.019320192
57640,-0.049786633
57960,0.052702225
12045,0.054588182
20635,-0.068501633
23915,-0.055428627
26540,-0.007029223
27875,0.036323603
28520,0.038984897
29380,-0.044249025
30115,-0.004362884
31985,-0.063883728
34245,-0.053579771
35220,-0.026191863
35935,0.074831606
36700,-0.01612735
37625,-0.051617583
38615,-0.089715533
39380,0.067684929
40015,-0.02602361
41420,-0.029527322
42410,0.025765248
42575,-0.045537983
42795,-0.077131356
43190,-0.039946758
43770,-0.010311279
44640,-0.051498484
45525,-0.028132424
46290,-0.039414953
47055,-0.116882607
47850,0.049732306
48445,-0.062646919
48650,-0.009485476
49530,-0.063335099
50830,-0.073704899
51535,-0.025920088
51855,0.041822215
8590,0.044782373
11870,0.015197534
14495,0.105211365
15830,-0.007527779
16475,0.052098827
17335,-0.033150877
18070,0.027309835
19940,-0.068504804
22200,0.072544324
23175,-0.015370097
23890,-0.093073583
24655,0.060778579
25580,0.006229037
26570,-0.010661531
27335,-0.035226946
27970,-0.100877716
29375,-0.114193202
30365,-0.032641679
30530,0.101522277
30750,0.006407085
31145,-0.052574365
31725,-0.017854317
32595,-0.089645059
33480,-0.129234563
34245,-0.10600271
35010,-0.042900243
35805,-0.124901087
36400,0.031796408
36605,-0.056241013
37485,-0.03666103
38785,-0.107196101
39490,-0.013009301
39810,-0.076144322
3280,0.154994999
5905,0.247408324
7240,-0.024814876
7885,0.032363046
8745,0.257582283
9480,0.30356891
11350,0.017048147
13610,-0.047413493
14585,-0.017861455
15300,0.072093494
16065,0.021436316
16990,-0.014700701
17980,0.049662333
18745,0.00754658
19380,-0.023026919
20785,-0.157179507
21775,0.142095604
21940,0.021138009
22160,0.034129118
22555,-0.024396559
23135,-0.044733723
24005,0.243400298
24890,-0.029480544
25655,0.081351491
26420,-0.020610934
27215,-0.066915719
27810,0.119564731
28015,-0.001931148
28895,0.104182871
30195,0.05177187
30900,0.111991595
31220,0.154736773
2625,0.196183149
3960,0.011412882
4605,-0.019941148
5465,0.058702653
6200,0.068025638
8070,-0.028582419
10330,0.025616701
11305,-0.009397813
12020,0.012154597
12785,-0.022673892
13710,0.035725601
14700,-0.006985298
15465,0.052658867
16100,-0.013413704
17505,-0.03775992
18495,0.048110248
18660,-0.024682996
18880,-0.009100542
19275,0.001485484
19855,-0.021317099
20725,0.05463413
21610,0.019858112
22375,0.052014781
23140,-0.01027224
23935,-0.016861406
